20244	Utes	44.59562950000	34.36236350000
311	Абакан	53.71339000000	91.48276200000
102070	Абдулино	53.68872800000	53.65478000000
101907	Абезь	66.52747400000	61.76570800000
101161	Абзаково	53.83615800000	58.59528100000
101066	Абинск	44.85510400000	38.15541800000
100772	Абрамцево	56.14533000000	53.71482800000
101091	Абрамцево (Московская область)	56.22588900000	37.95661500000
101070	Абрау-Дюрсо	44.70221900000	37.65513500000
102013	Агинское	51.11049600000	114.53000000000
101002	Агой	44.14333200000	39.03061500000
102140	Агрыз	56.54160900000	53.02028100000
100751	Адлер	43.44435500000	39.93934900000
7486	Азов	47.09501200000	39.41653300000
101508	Айп	48.62427900000	133.43592800000
101524	Акатово	55.15051600000	36.79820900000
101715	Аксай	47.27447200000	39.86361400000
101303	Аксарайская	46.79503500000	48.00619500000
101804	Алапаевск	57.84468100000	61.70825200000
101329	Алатырь	54.83684700000	46.57657500000
101738	Алдан	58.60646200000	125.38469200000
101693	Алекка	61.86555800000	33.26057100000
7621	Александров	56.38787500000	38.72921300000
101029	Александровка	55.75152300000	37.21043200000
100825	Александровское	44.68720800000	43.01998800000
102091	Александровск-Сахалинский	50.90194200000	142.15979400000
101461	Алексеевка (Белгородская область)	50.62662100000	38.68566600000
101765	Алексеевка (Самарская область)	53.25304000000	50.49294900000
7632	Алексин	54.49546500000	37.10474500000
102151	Алнаши	56.18957300000	52.47652000000
101375	Алпатово	43.69770800000	45.24462000000
101197	Алпатьево	54.88090500000	39.32816800000
100920	Алтайский край	1.00000000000	1.00000000000
101231	Алтынжар	46.26981700000	48.51193100000
101443	Алтышево	54.91594000000	46.69043200000
73514	Алупка	44.41670000000	34.05000000000
69263	Алушта	44.67631000000	34.40778000000
101386	Алхан-Кала	43.25967400000	45.52654900000
7688	Альметьевск	54.90067900000	52.30224200000
101740	Амга	60.90516600000	132.04234400000
100760	Амдерма	69.74285900000	61.73780300000
101832	Амзас	53.01869800000	87.54823400000
100922	Амурская область	NULL	NULL
874	Анадырь	64.71057400000	177.48700200000
253	Анапа	44.91764000000	37.32079800000
101426	Ангарич	53.83021800000	124.41240100000
7726	Ангарск	52.55674300000	103.91303700000
101944	Андрейково	56.78453300000	35.91997500000
7753	Анжеро-Судженск	56.07525900000	86.03106200000
101416	Аносовская	54.62754900000	123.97285800000
101860	Антибесский	56.17431100000	87.52817400000
101151	Антоновка	53.22171200000	34.27564000000
101665	Антропово	58.40129400000	43.00321300000
7794	Апатиты	67.58686600000	33.39672500000
100831	Апрелевка	55.53666300000	37.07644300000
101399	Арга	51.28116700000	128.24187600000
101440	Аргаяш	55.49160700000	60.87647900000
101385	Аргун	43.29655200000	45.87675700000
101691	Ардон	43.18905500000	44.30948300000
7841	Арзамас	55.39234800000	43.83770300000
101653	Арлюк	55.43571100000	84.84303200000
7856	Армавир	44.97169600000	41.15654800000
7868	Арсеньев	44.15984500000	133.28503600000
101132	Арск	56.07729900000	49.86707800000
101581	Артем	43.35003800000	132.15326600000
101648	Артемово	56.28472400000	31.16179100000
101846	Артышта	54.11947200000	86.27222200000
435	Архангельск	64.51639100000	40.70134700000
100923	Архангельская область	1.00000000000	1.00000000000
101811	Архангельское	54.43107400000	48.66157700000
101264	Архара	49.42238200000	130.07870600000
101005	Архипо-Осиповка	44.37141000000	38.53304000000
101048	Асбест	57.01290700000	61.48158900000
102021	Асеевская	53.11258400000	45.69796800000
102047	Аскарово	53.33712200000	58.50815200000
100924	Астраханская область	NULL	NULL
6619	Астрахань	46.34320400000	48.05466300000
101444	Атрать	55.01092100000	46.70547400000
101112	Афанасьево	56.03181100000	43.72105500000
101116	Афонино	56.26256600000	44.08819700000
7974	Ахтубинск	48.29396600000	46.17214200000
7985	Ачинск	56.27340500000	90.49655100000
101439	Аша	54.99051900000	57.29179300000
100998	Аше	43.95499200000	39.27292800000
101423	Аячи	54.08460600000	121.68572800000
100773	Бабушкин	51.69777500000	105.85742200000
101603	Бабынино	54.38099000000	35.74544000000
101101	Багратионовск	54.38857100000	20.64753300000
101946	Баевка	54.81118500000	20.75916500000
101325	Байдаево	43.25195600000	42.57592800000
101902	Байдук	66.14363400000	60.65755100000
101178	Байкал	51.87046000000	104.79002300000
8088	Байкальск	51.52375800000	104.16088400000
102046	Баймак	52.58487400000	58.32753100000
101626	Балабаново	55.18271600000	36.66654200000
100761	Балаково	52.02251700000	47.79790200000
8141	Балашиха	55.77494300000	37.99000200000
